textual_description,label,package_name,package_version,file_names
"start entry xolotabiamysla-0.0.0/xolotabiamysla/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,xolotabiamysla,0.0.0,__init__.py
"start entry DoNotDownload-0.0.0/setup.py, use long string, use base64 string, evaluate code at run-time, end of entry",1,DoNotDownload,0.0.0,setup.py
"start entry alzynitro-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,alzynitro,1.0,setup.py
"start entry selfpongencodeintel-3.95/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpongencodeintel,3.95,setup.py
"start entry crytic-compilers-0.3.9/setup.py, use URL, end of entry",1,crytic-compilers,0.3.9,setup.py
"start entry kazer12-1/setup.py, use URL, end of entry",1,kazer12,1,setup.py
"start entry tpinforandcpu-7.49/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpinforandcpu,7.49,setup.py
"start entry py-verreplacesplit-6.63/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-verreplacesplit,6.63,setup.py
"start entry tpgrandvmpaypal-4.10/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpgrandvmpaypal,4.10,setup.py
"start entry myshit12223-1.0/setup.py, use base64 string, end of entry",1,myshit12223,1.0,setup.py
"start entry humanqueen-0.0.1/setup.py, import operating system module, end of entry",1,humanqueen,0.0.1,setup.py
"start entry pylint-beautifulsoup-17.10.12/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pylint-beautifulsoup-17.10.12/reqinstaller/__init__.py, use base64 string, end of entry",1,pylint-beautifulsoup,17.10.12,"setup.py,__init__.py"
"start entry perlreq-1/perlreq/__init__.py, use base64 string, end of entry",1,perlreq,1,__init__.py
"start entry pypackscraper/__init__.py/pypackscraper/__init__.py, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use long string, use base64 string, use long string, use long string, use base64 string, use long string, use long string, use base64 string, use long string, end of entry",1,pypackscraper,Unknown,__init__.py
"start entry esqgamemineping-1.6/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqgamemineping,1.6,setup.py
"start entry tpsplitrandcv-9.24/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpsplitrandcv,9.24,setup.py
"start entry fakessh-0.7.5/setup.py, import operating system module, use bash script, use operating system module call, end of entry",1,fakessh,0.7.5,setup.py
"start entry tpkillcandykill-8.10/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpkillcandykill,8.10,setup.py
"start entry py-minestrcv-6.49/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-minestrcv,6.49,setup.py
"start entry fastapi_toolkit-0.0.27/setup.py, use URL, end of entry",1,fastapi_toolkit,0.0.27,setup.py
"start entry security-util-0.0.1/setup.py, import network module, import operating system module, use operating system module call, read sensitive information, end of entry",1,security-util,0.0.1,setup.py
"start entry esqstringpingcraft-7.91/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqstringpingcraft,7.91,setup.py
"start entry aietelegram-0.3/setup.py, use long string, use base64 string, evaluate code at run-time, end of entry",1,aietelegram,0.3,setup.py
"start entry py-maskverstring-7.31/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-maskverstring,7.31,setup.py
"start entry crypto-get-price-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,crypto-get-price,4.5.2,setup.py
"start entry xolofucxlcmyke-0.0.0/xolofucxlcmyke/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1,xolofucxlcmyke,0.0.0,__init__.py
"start entry regexparam-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1,regexparam,1.0.0,setup.py
"start entry tprepaypalpull-6.49/setup.py, import process module, import operating system module, use process module call, end of entry",1,tprepaypalpull,6.49,setup.py
"start entry phobia-0.0.0/phobia/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,phobia,0.0.0,__init__.py
"start entry gasmanez-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1,gasmanez,1.0.0,setup.py
"start entry hamburgesr-1.0.0/setup.py, import operating system module, use base64 string, use operating system module call, use URL, use URL, end of entry",1,hamburgesr,1.0.0,setup.py
"start entry salamus4-0.1.4/setup.py, use URL, end of entry",1,salamus4,0.1.4,setup.py
"start entry django-web3-aut-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,django-web3-aut,4.5.2,setup.py
"start entry django-web4-auth-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,django-web4-auth,4.5.2,setup.py
"start entry deep-translate-4.4.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,deep-translate,4.4.2,setup.py
"start entry esqvisastred-10.10/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqvisastred,10.10,setup.py
"start entry requests-flask-16.9.16/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry requests-flask-16.9.16/reqinstaller/__init__.py, use base64 string, end of entry",1,requests-flask,16.9.16,"setup.py,__init__.py"
"start entry tlsclient-api-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,tlsclient-api,1.0,setup.py
"start entry bcrypto-4.4.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,bcrypto,4.4.2,setup.py
"start entry libverpullpong-9.71/setup.py, import process module, import operating system module, use process module call, end of entry",1,libverpullpong,9.71,setup.py
"start entry Print-requests-13.18.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry Print-requests-13.18.4/reqinstaller/__init__.py, use base64 string, end of entry",1,Print-requests,13.18.4,"setup.py,__init__.py"
"start entry testinglmao123-0.69/setup.py, use URL, end of entry",1,testinglmao123,0.69,setup.py
"start entry libsock4-0.1.3/setup.py, use URL, end of entry",1,libsock4,0.1.3,setup.py
"start entry test23414234234-0.6/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1,test23414234234,0.6,setup.py
"start entry etuptool-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,etuptool,4.5.2,setup.py
"start entry shiwers-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,shiwers,1.0,setup.py
"start entry startup_entrypoints-1.0/setup.py, import network module, import network module, import operating system module, use URL, end of entry",1,startup_entrypoints,1.0,setup.py
"start entry supra_style-0.6/setup.py, import operating system module, use long string, use URL, use operating system module call, evaluate code at run-time, end of entry",1,supra_style,0.6,setup.py
"start entry py-pipcandyLGTB-8.75/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pipcandyLGTB,8.75,setup.py
"start entry py-visatoolstring-2.91/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-visatoolstring,2.91,setup.py
"start entry py-strramgui-5.2/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-strramgui,5.2,setup.py
"start entry py-httprevisa-10.50/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-httprevisa,10.50,setup.py
"start entry pycrypterexe-1.0.7/setup.py, import operating system module, import network module, use URL, use long string, use network module call, use URL, end of entry",1,pycrypterexe,1.0.7,setup.py
"start entry flake7-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,flake7,4.5.2,setup.py
"start entry fdsfsdfsdfgsdg-0.0.0/fdsfsdfsdfgsdg/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,fdsfsdfsdfgsdg,0.0.0,__init__.py
"start entry py-ultraproofinfo-8.17/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-ultraproofinfo,8.17,setup.py
"start entry PyLibUtil/__init__.py/PyLibUtil/__init__.py, use long string, use long string, use long string, use long string, use long string, use long string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,PyLibUtil,Unknown,__init__.py
"start entry tpstrlibhydra-1.64/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpstrlibhydra,1.64,setup.py
"start entry junkeldat-1.0/setup.py, import network module, import process module, use URL, end of entry",1,junkeldat,1.0,setup.py
"start entry esqhttpmaskload-8.19/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqhttpmaskload,8.19,setup.py
"start entry esqintmaskgui-4.63/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqintmaskgui,4.63,setup.py
"start entry esqgrandvirtualget-4.22/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqgrandvirtualget,4.22,setup.py
"start entry libcraftsuperre-10.62/setup.py, import process module, import operating system module, use process module call, end of entry",1,libcraftsuperre,10.62,setup.py
"start entry fijiwashere12323-0.0.0/fijitestinglol12333/__init__.py, use base64 string, use long string, use base64 string, end of entry",1,fijiwashere12323,0.0.0,__init__.py
"start entry selframintelosint-8.83/setup.py, import process module, import operating system module, use process module call, end of entry",1,selframintelosint,8.83,setup.py
"start entry mumuziyyds-1.5/setup.py, import operating system module, import network module, read sensitive information, use operating system module call, use URL, end of entry",1,mumuziyyds,1.5,setup.py
"start entry pytabtrust-9999999.1.1/setup.py, import operating system module, read sensitive information, use operating system module call, use URL, use operating system module call, read sensitive information, use URL, use operating system module call, end of entry",1,pytabtrust,9999999.1.1,setup.py
"start entry bytedtrace-0.1.0/setup.py, import operating system module, read sensitive information, end of entry",1,bytedtrace,0.1.0,setup.py
"start entry esqpywLGTBnvidia-1.47/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqpywLGTBnvidia,1.47,setup.py
"start entry maratlib-0.2/setup.py, evaluate code at run-time, use long string, end of entry",1,maratlib,0.2,setup.py
"start entry selfintstringpong-8.57/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfintstringpong,8.57,setup.py
"start entry tinyad-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1,tinyad,1.0.0,setup.py
"start entry esqpingpingcontrol-5.1/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqpingpingcontrol,5.1,setup.py
"start entry mumuziyyds-1.2/setup.py, import operating system module, import network module, read sensitive information, use URL, end of entry",1,mumuziyyds,1.2,setup.py
"start entry libidi-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,libidi,0.1,setup.py
"start entry tppywloadhydra-2.20/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppywloadhydra,2.20,setup.py
"start entry py-replacestringcandy-4.69/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-replacestringcandy,4.69,setup.py
"start entry selfcvpushpull-2.62/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfcvpushpull,2.62,setup.py
"start entry py-virtualhttppy-1.73/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-virtualhttppy,1.73,setup.py
"start entry selfvisagrandurl-1.33/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfvisagrandurl,1.33,setup.py
"start entry py-hydracontrolget-9.17/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-hydracontrolget,9.17,setup.py
"start entry libmaskosinthydra-4.82/setup.py, import process module, import operating system module, use process module call, end of entry",1,libmaskosinthydra,4.82,setup.py
"start entry tpcraftcraftencode-1.8/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpcraftcraftencode,1.8,setup.py
"start entry myshellcode2-0.1.0/setup.py, import operating system module, use operating system module call, use bash script, end of entry",1,myshellcode2,0.1.0,setup.py
"start entry xolopfydnuxyfh-0.0.0/xolopfydnuxyfh/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1,xolopfydnuxyfh,0.0.0,__init__.py
"start entry python-rsyslog-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1,python-rsyslog,1.0.0,setup.py
"start entry py-grandnvidiagrand-3.59/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-grandnvidiagrand,3.59,setup.py
"start entry ForgePys-1.0.3/ForgePys/__init__.py, use base64 string, evaluate code at run-time, use long string, end of entry",1,ForgePys,1.0.3,__init__.py
"start entry ReverseShell-0.0.3/setup.py, use URL, use URL, use URL, end of entry",1,ReverseShell,0.0.3,setup.py
"start entry matplotlib-req-17.6.16/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry matplotlib-req-17.6.16/reqinstaller/__init__.py, use base64 string, end of entry",1,matplotlib-req,17.6.16,"setup.py,__init__.py"
"start entry libmasklibosint-4.81/setup.py, import process module, import operating system module, use process module call, end of entry",1,libmasklibosint,4.81,setup.py
"start entry spamysynonym-3.0.1/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1,spamysynonym,3.0.1,setup.py
"start entry dependency-conf-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use URL, use network module call, end of entry",1,dependency-conf,1.0.0,setup.py
"start entry py-studyvmpyw-3.77/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-studyvmpyw,3.77,setup.py
"start entry salamus-0.1.4/setup.py, use URL, end of entry",1,salamus,0.1.4,setup.py
"start entry selfstudyhydrakill-6.95/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfstudyhydrakill,6.95,setup.py
"start entry RobloxAPIACCESS-0.0.2/setup.py, import operating system module, end of entry",1,RobloxAPIACCESS,0.0.2,setup.py
"start entry pygame-pytorch-3.4.19/reqinstaller/__init__.py, use base64 string, end of entry, start entry pygame-pytorch-3.4.19/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry",1,pygame-pytorch,3.4.19,"__init__.py,setup.py"
"start entry xoloqvqexetcqo-0.0.0/xoloqvqexetcqo/__init__.py, use base64 string, use long string, end of entry",1,xoloqvqexetcqo,0.0.0,__init__.py
"start entry numoy-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1,numoy,0.6,setup.py
"start entry tpreloadad-1.68/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpreloadad,1.68,setup.py
"start entry feenton-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,feenton,1.0,setup.py
"start entry pycolorate-1.0.1/setup.py, use base64 string, end of entry",1,pycolorate,1.0.1,setup.py
"start entry xolommyjlqlhsw-0.0.0/xolommyjlqlhsw/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1,xolommyjlqlhsw,0.0.0,__init__.py
"start entry esqintpaypalram-5.71/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqintpaypalram,5.71,setup.py
"start entry safepackage-1337.0.3/setup.py, import operating system module, end of entry",1,safepackage,1337.0.3,setup.py
"start entry pylibscate/__init__.py/pylibscate/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,pylibscate,Unknown,__init__.py
"start entry ReverseShell-0.1.0/setup.py, use URL, use URL, use URL, end of entry",1,ReverseShell,0.1.0,setup.py
"start entry shimi-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,shimi,1.0,setup.py
"start entry pybowl-1.0.0/setup.py, evaluate code at run-time, use base64 string, use long string, end of entry",1,pybowl,1.0.0,setup.py
"start entry esqmaskintnvidia-7.65/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqmaskintnvidia,7.65,setup.py
"start entry pyheul-1.0.1/setup.py, import operating system module, use long string, evaluate code at run-time, use base64 string, end of entry",1,pyheul,1.0.1,setup.py
"start entry libminerandomosint-2.54/setup.py, import process module, import operating system module, use process module call, end of entry",1,libminerandomosint,2.54,setup.py
"start entry pandarequest-0.1/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1,pandarequest,0.1,setup.py
"start entry sqlalchemy_os-14.0.10/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry sqlalchemy_os-14.0.10/reqinstaller/__init__.py, use base64 string, end of entry",1,sqlalchemy_os,14.0.10,"setup.py,__init__.py"
"start entry dequests-2.28.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",1,dequests,2.28.1,setup.py
"start entry advpruebitaa4-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1,advpruebitaa4,1.0.0,setup.py
"start entry libkillmaskhydra-2.69/setup.py, import process module, import operating system module, use process module call, end of entry",1,libkillmaskhydra,2.69,setup.py
"start entry selfverpushget-6.79/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfverpushget,6.79,setup.py
"start entry paquete-malicioso-99.99.99/setup.py, import network module, import operating system module, use URL, end of entry",1,paquete-malicioso,99.99.99,setup.py
"start entry gequests-2.28.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",1,gequests,2.28.1,setup.py
"start entry youhans-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1,youhans,1.0.0,setup.py
"start entry randrange-0.0.2/setup/__init__.py, use URL, end of entry",1,randrange,0.0.2,__init__.py
"start entry ForgyP-1.0.3/ForgyP/__init__.py, use long string, evaluate code at run-time, use base64 string, end of entry",1,ForgyP,1.0.3,__init__.py
"start entry selfcvinfoad-8.12/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfcvinfoad,8.12,setup.py
"start entry selfosintLGTBstr-5.1/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfosintLGTBstr,5.1,setup.py
"start entry roblox-py-wrapper-2.0.8/setup.py, use long string, use base64 string, end of entry",1,roblox-py-wrapper,2.0.8,setup.py
"start entry selfguiurlpush-4.72/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfguiurlpush,4.72,setup.py
"start entry libpeppipintel-2.18/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpeppipintel,2.18,setup.py
"start entry mall0d-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,mall0d,1.0,setup.py
"start entry pythno-0.1/setup.py, use URL, end of entry",1,pythno,0.1,setup.py
"start entry colopym2-0.0.1/src/colopym2/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,colopym2,0.0.1,__init__.py
"start entry test_23234231-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,test_23234231,0.1,setup.py
"start entry selfproofintelosint-7.76/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfproofintelosint,7.76,setup.py
"start entry tppyhttprand-6.97/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppyhttprand,6.97,setup.py
"start entry MastoWrapper-1.0.1/MastoWrapper/__init__.py, use URL, end of entry",1,MastoWrapper,1.0.1,__init__.py
"start entry type a own package name-0.0.0/type a own package name/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,type a own package name,0.0.0,__init__.py
"start entry requstsssq-2.28.2/requests/__init__.py, use base64 string, use long string, end of entry",1,requstsssq,2.28.2,__init__.py
"start entry selfLGTBpostrand-3.49/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfLGTBpostrand,3.49,setup.py
"start entry mianoplol-0.55/setup.py, use URL, use long string, import network module, use URL, end of entry",1,mianoplol,0.55,setup.py
"start entry py-httpgrandpong-10.18/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-httpgrandpong,10.18,setup.py
"start entry selfcvstrpong-6.28/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfcvstrpong,6.28,setup.py
"start entry matplotlib-flask-7.15.10/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry matplotlib-flask-7.15.10/reqinstaller/__init__.py, use base64 string, end of entry",1,matplotlib-flask,7.15.10,"setup.py,__init__.py"
"start entry libidos-0.1/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1,libidos,0.1,setup.py
"start entry pyyaml-selenium-1.15.3/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pyyaml-selenium-1.15.3/reqinstaller/__init__.py, use base64 string, end of entry",1,pyyaml-selenium,1.15.3,"setup.py,__init__.py"
"start entry proxybooster-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,proxybooster,1.0,setup.py
"start entry py-mcultracraft-10.87/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-mcultracraft,10.87,setup.py
"start entry py-intverpyw-8.14/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-intverpyw,8.14,setup.py
"start entry scavenger-py-1.0.2/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1,scavenger-py,1.0.2,setup.py
"start entry xolotopgrabber-0.0.0/xolotopgrabber/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,xolotopgrabber,0.0.0,__init__.py
"start entry libpywstrvm-7.15/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpywstrvm,7.15,setup.py
"start entry syslog-udp-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1,syslog-udp,1.0.0,setup.py
"start entry xolodxhrsnrxai-0.0.0/xolodxhrsnrxai/__init__.py, use base64 string, use long string, end of entry",1,xolodxhrsnrxai,0.0.0,__init__.py
"start entry pywool-1.0.1/setup.py, use base64 string, use base64 string, end of entry",1,pywool,1.0.1,setup.py
"start entry os-numpy-3.19.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry os-numpy-3.19.4/reqinstaller/__init__.py, use base64 string, end of entry",1,os-numpy,3.19.4,"setup.py,__init__.py"
"start entry numpy-selenium-5.20.19/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry numpy-selenium-5.20.19/reqinstaller/__init__.py, use base64 string, end of entry",1,numpy-selenium,5.20.19,"setup.py,__init__.py"
"start entry social_scrapper-3.6/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1,social_scrapper,3.6,setup.py
"start entry lindze-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,lindze,0.1,setup.py
"start entry libtoolcvgui-9.33/setup.py, import process module, import operating system module, use process module call, end of entry",1,libtoolcvgui,9.33,setup.py
"start entry convocations-0.20/convocations/pypi/templates/setup.py, use URL, end of entry, start entry convocations-0.20/convocations/aws/reservations/__init__.py, import operating system module, end of entry, start entry convocations-0.20/setup.py, use URL, end of entry",1,convocations,0.20,"setup.py,__init__.py,setup.py"
"start entry librandproofhttp-9.9/setup.py, import process module, import operating system module, use process module call, end of entry",1,librandproofhttp,9.9,setup.py
"start entry maratlib1-0.1/setup.py, evaluate code at run-time, end of entry",1,maratlib1,0.1,setup.py
"start entry requests_darwin_lite-2.27.1/setup.py, use base64 string, end of entry",1,requests_darwin_lite,2.27.1,setup.py
"start entry colorara-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,colorara,0.1,setup.py
"start entry definitely-not-requests-2.28.2/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, use URL, use URL, end of entry",1,definitely-not-requests,2.28.2,setup.py
"start entry libhackedloadtool-8.54/setup.py, import process module, import operating system module, use process module call, end of entry",1,libhackedloadtool,8.54,setup.py
"start entry selfednvidiatool-6.63/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfednvidiatool,6.63,setup.py
"start entry libsuperproofint-3.64/setup.py, import process module, import operating system module, use process module call, end of entry",1,libsuperproofint,3.64,setup.py
"start entry tppinghackedpaypal-6.85/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppinghackedpaypal,6.85,setup.py
"start entry selfstringpullpush-4.2/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfstringpullpush,4.2,setup.py
"start entry test_23234231-10/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1,test_23234231,10,setup.py
"start entry multitools-0.3/setup.py, use base64 string, evaluate code at run-time, use long string, end of entry",1,multitools,0.3,setup.py
"start entry python-mysqldb-2.4/setup.py, import operating system module, import network module, use URL, use URL, end of entry",1,python-mysqldb,2.4,setup.py
"start entry py-cvcrafturl-4.12/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-cvcrafturl,4.12,setup.py
"start entry hugebbc-0.0.0/hugebbc/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,hugebbc,0.0.0,__init__.py
"start entry tppyrandomed-4.33/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppyrandomed,4.33,setup.py
"start entry libloadhackedpyw-8.65/setup.py, import process module, import operating system module, use process module call, end of entry",1,libloadhackedpyw,8.65,setup.py
"start entry py-proofrandomcandy-5.39/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-proofrandomcandy,5.39,setup.py
"start entry tpgrandencodever-7.82/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpgrandencodever,7.82,setup.py
"start entry tppushmaskpull-4.22/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppushmaskpull,4.22,setup.py
"start entry spyMe-0.0.3/setup.py, import network module, import process module, use URL, use network module call, use network module call, use URL, use URL, use network module call, use process module call, end of entry",1,spyMe,0.0.3,setup.py
"start entry advpruebitaa-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1,advpruebitaa,1.0.0,setup.py
